teacher_id,competence_id,competence_code,date_t,current_level_t3,current_level_t2,current_level_t1,current_level_t,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score,gap_next_3m,source_type,source_id,is_synthetic,created_at,dataset_version
ENS042,8,C8,2023-06-12,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.0,postgresql_d2f,ENS042_8,False,2023-06-12,v1.0.0
ENS039,1,C1,2023-07-07,3,3,4,3,0,1,-1,0.0,212.0,0.1435849056603773,1,0,3.2,3.0,4.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.964520367936925,2.0,2.0,postgresql_d2f,ENS039_1,False,2023-07-07,v1.0.0
ENS037,1,C1,2023-08-22,3,3,3,2,0,0,-1,-0.3333333333333333,6.0,1.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971090670170827,2.0,3.333333333333333,postgresql_d2f,ENS037_1,False,2023-08-22,v1.0.0
ENS_T02,9,C9,2023-09-01,4,4,4,3,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,3.5,3.0,4.0,0.0,0.0,2.0,3.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,0.3333333333333335,postgresql_d2f,ENS_T02_9,False,2023-09-01,v1.0.0
ENS037,3,C3,2023-09-12,3,3,3,3,0,0,0,0.0,6.0,1.0,0,0,3.0,3.0,3.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971090670170827,2.0,2.0,postgresql_d2f,ENS037_3,False,2023-09-12,v1.0.0
ENS040,4,C4,2023-11-28,3,3,2,2,0,-1,0,-0.3333333333333333,140.0,0.2174285714285714,0,0,2.333333333333333,2.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599211563731932,2.0,3.333333333333333,postgresql_d2f,ENS040_4,False,2023-11-28,v1.0.0
ENS003,4,C4,2023-12-01,3,3,4,3,0,1,-1,0.0,5.0,2.0,0,0,3.333333333333333,3.0,4.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.9411764705882352,0.0,0.0,3.0,2.0,0.164257555847569,17.705882352941178,2.0,postgresql_d2f,ENS003_4,False,2023-12-01,v1.0.0
ENS_T01,1,C1,2024-01-01,1,1,2,2,0,1,0,0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,2.6666666666666665,postgresql_d2f,ENS_T01_1,False,2024-01-01,v1.0.0
ENS004,8,C8,2024-01-01,4,4,4,3,0,0,-1,-0.3333333333333333,1.0,3.0,0,0,3.5,3.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.9285714285714286,0.0,0.0,3.0,1.0,0.0328515111695138,18.142857142857142,2.333333333333333,postgresql_d2f,ENS004_8,False,2024-01-01,v1.0.0
ENS_GC1,13,C13,2024-01-15,2,2,2,1,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.0,postgresql_d2f,ENS_GC1_13,False,2024-01-15,v1.0.0
ENS038,1,C1,2024-04-17,2,2,2,1,0,0,-1,-0.3333333333333333,14.0,1.0,0,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4599211563731931,2.0,4.0,postgresql_d2f,ENS038_1,False,2024-04-17,v1.0.0
ENS001,1,C1,2024-06-01,4,4,4,3,0,0,-1,-0.3333333333333333,87.0,0.6997701149425287,0,0,3.6666666666666665,3.0,4.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.8823529411764706,0.0,0.0,4.166666666666667,3.0,2.8580814717477003,21.245098039215687,0.0,postgresql_d2f,ENS001_1,False,2024-06-01,v1.0.0
ENS036,8,C8,2024-06-30,3,3,3,2,0,0,-1,-0.3333333333333333,11.0,1.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,4.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3613666228646517,2.0,3.333333333333333,postgresql_d2f,ENS036_8,False,2024-06-30,v1.0.0
ENS038,10,C10,2024-08-30,3,3,3,2,0,0,-1,-0.3333333333333333,14.0,1.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4599211563731931,2.0,1.3333333333333333,postgresql_d2f,ENS038_10,False,2024-08-30,v1.0.0
ENS002,2,C2,2024-09-01,4,4,4,3,0,0,-1,-0.3333333333333333,86.0,0.707906976744186,0,0,3.5,3.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.8235294117647058,0.0,0.0,4.25,2.0,2.8252299605781865,19.61764705882353,2.333333333333333,postgresql_d2f,ENS002_2,False,2024-09-01,v1.0.0
ENS001,3,C3,2025-01-01,3,3,3,2,0,0,-1,-0.3333333333333333,87.0,0.6997701149425287,0,0,2.5,2.0,3.0,0.0,0.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.8823529411764706,0.0,0.0,4.166666666666667,3.0,2.8580814717477003,21.245098039215687,3.333333333333333,postgresql_d2f,ENS001_3,False,2025-01-01,v1.0.0
ENS005,1,C1,2025-01-01,4,4,4,3,0,0,-1,-0.3333333333333333,85.0,0.3581176470588235,0,0,3.5,3.0,4.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,3.5,1.0,2.7923784494086727,13.833333333333332,2.333333333333333,postgresql_d2f,ENS005_1,False,2025-01-01,v1.0.0
ENS035,2,C2,2025-01-20,3,3,3,2,0,0,-1,-0.3333333333333333,8.0,1.0,0,0,2.6666666666666665,2.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628120893561104,2.0,3.333333333333333,postgresql_d2f,ENS035_2,False,2025-01-20,v1.0.0
ENS035,8,C8,2025-03-15,1,1,1,3,0,0,2,0.6666666666666666,8.0,1.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628120893561104,2.0,1.3333333333333337,postgresql_d2f,ENS035_8,False,2025-03-15,v1.0.0
ENS037,10,C10,2025-05-15,4,4,4,1,0,0,-3,-1.0,6.0,1.0,0,0,2.5,1.0,4.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971090670170827,2.0,2.0,postgresql_d2f,ENS037_10,False,2025-05-15,v1.0.0
ENS036,2,C2,2025-06-25,1,1,2,1,0,1,-1,0.0,11.0,1.0,0,0,1.3333333333333333,1.0,2.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3613666228646517,2.0,4.0,postgresql_d2f,ENS036_2,False,2025-06-25,v1.0.0
ENS039,9,C9,2025-08-19,1,1,1,1,0,0,0,0.0,212.0,0.1435849056603773,1,0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.964520367936925,2.0,2.0,postgresql_d2f,ENS039_9,False,2025-08-19,v1.0.0
ENS040,10,C10,2025-09-30,1,1,1,2,0,0,1,0.3333333333333333,140.0,0.2174285714285714,0,0,1.5,1.0,2.0,0.0,1.0,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599211563731932,2.0,0.6666666666666665,postgresql_d2f,ENS040_10,False,2025-09-30,v1.0.0
ENS035,11,C11,2026-01-18,3,3,3,1,0,0,-2,-0.6666666666666666,8.0,1.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628120893561104,2.0,1.0,postgresql_d2f,ENS035_11,False,2026-01-18,v1.0.0
ENS041,9,C9,2026-02-11,3,3,2,1,0,-1,-1,-0.6666666666666666,7.0,1.0,0,0,2.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2299605781865965,2.0,2.0,postgresql_d2f,ENS041_9,False,2026-02-11,v1.0.0
ENS014,4,C4,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.333333333333333,postgresql_d2f,ENS014_4,False,2026-07-22,v1.0.0
ENS020,1,C1,2026-07-22,1,2,2,2,1,0,0,0.3333333333333333,365.0,0.0,1,0,1.75,1.0,2.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,2.6666666666666665,postgresql_d2f,ENS020_1,False,2026-07-22,v1.0.0
ENS020,2,C2,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.333333333333333,postgresql_d2f,ENS020_2,False,2026-07-22,v1.0.0
FORM001,1,C1,2026-07-22,1,2,1,1,1,-1,0,0.0,365.0,0.0,1,0,1.2,1.0,2.0,0.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,11.990801576872537,10.5,1.0,postgresql_d2f,FORM001_1,False,2026-07-22,v1.0.0
ENS014,3,C3,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS014_3,False,2026-07-22,v1.0.0
ENS014,1,C1,2026-07-22,1,2,3,2,1,1,-1,0.3333333333333333,365.0,0.0,1,0,1.8,1.0,3.0,0.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,2.6666666666666665,postgresql_d2f,ENS014_1,False,2026-07-22,v1.0.0
ENS021,4,C4,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS021_4,False,2026-07-22,v1.0.0
ENS019,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS019_6,False,2026-07-22,v1.0.0
ENS009,1,C1,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,1.8,1.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.0,postgresql_d2f,ENS009_1,False,2026-07-22,v1.0.0
ENS006,2,C2,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS006_2,False,2026-07-22,v1.0.0
ENS006,3,C3,2026-07-22,1,1,3,1,0,2,-2,0.0,365.0,0.0,1,0,1.5,1.0,3.0,0.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS006_3,False,2026-07-22,v1.0.0
ENS007,1,C1,2026-07-22,2,2,3,1,0,1,-2,-0.3333333333333333,365.0,0.0,1,0,2.2,1.0,3.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS007_1,False,2026-07-22,v1.0.0
ENS007,2,C2,2026-07-22,2,2,1,3,0,-1,2,0.3333333333333333,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,4.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.6666666666666663,postgresql_d2f,ENS007_2,False,2026-07-22,v1.0.0
ENS007,3,C3,2026-07-22,2,2,1,1,0,-1,0,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,2.0,4.0,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS007_3,False,2026-07-22,v1.0.0
ENS007,4,C4,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.0,postgresql_d2f,ENS007_4,False,2026-07-22,v1.0.0
ENS006,1,C1,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,0.0,postgresql_d2f,ENS006_1,False,2026-07-22,v1.0.0
ENS008,1,C1,2026-07-22,3,2,2,3,-1,0,1,0.0,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,2.0,postgresql_d2f,ENS008_1,False,2026-07-22,v1.0.0
ENS019,4,C4,2026-07-22,1,1,2,3,0,1,1,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.3333333333333337,postgresql_d2f,ENS019_4,False,2026-07-22,v1.0.0
ENS019,1,C1,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.4285714285714284,2.0,3.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.333333333333333,postgresql_d2f,ENS019_1,False,2026-07-22,v1.0.0
ENS015,1,C1,2026-07-22,3,1,2,3,-2,1,1,0.0,365.0,0.0,1,0,2.25,1.0,3.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,2.0,postgresql_d2f,ENS015_1,False,2026-07-22,v1.0.0
ENS015,2,C2,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.3333333333333337,postgresql_d2f,ENS015_2,False,2026-07-22,v1.0.0
ENS015,3,C3,2026-07-22,1,1,2,2,0,1,0,0.3333333333333333,365.0,0.0,1,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,0.0,postgresql_d2f,ENS015_3,False,2026-07-22,v1.0.0
ENS015,4,C4,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS015_4,False,2026-07-22,v1.0.0
ENS015,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS015_6,False,2026-07-22,v1.0.0
ENS016,1,C1,2026-07-22,1,1,3,1,0,2,-2,0.0,365.0,0.0,1,0,1.8,1.0,3.0,0.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS016_1,False,2026-07-22,v1.0.0
ENS019,3,C3,2026-07-22,2,2,3,2,0,1,-1,0.0,365.0,0.0,1,0,2.333333333333333,2.0,3.0,0.0,0.0,3.0,6.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.0,postgresql_d2f,ENS019_3,False,2026-07-22,v1.0.0
ENS016,2,C2,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.3333333333333337,postgresql_d2f,ENS016_2,False,2026-07-22,v1.0.0
ENS016,6,C6,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.6666666666666663,postgresql_d2f,ENS016_6,False,2026-07-22,v1.0.0
ENS017,3,C3,2026-07-22,2,2,1,2,0,-1,1,0.0,365.0,0.0,1,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.0,postgresql_d2f,ENS017_3,False,2026-07-22,v1.0.0
ENS014,2,C2,2026-07-22,2,2,3,1,0,1,-2,-0.3333333333333333,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS014_2,False,2026-07-22,v1.0.0
ENS017,4,C4,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS017_4,False,2026-07-22,v1.0.0
ENS017,6,C6,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.0,postgresql_d2f,ENS017_6,False,2026-07-22,v1.0.0
ENS018,1,C1,2026-07-22,2,3,3,2,1,0,-1,0.0,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,3.0,postgresql_d2f,ENS018_1,False,2026-07-22,v1.0.0
ENS016,3,C3,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,0.0,postgresql_d2f,ENS016_3,False,2026-07-22,v1.0.0
ENS008,3,C3,2026-07-22,1,1,1,2,0,0,1,0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,2.6666666666666665,postgresql_d2f,ENS008_3,False,2026-07-22,v1.0.0
ENS025,1,C1,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.6666666666666663,postgresql_d2f,ENS025_1,False,2026-07-22,v1.0.0
ENS009,3,C3,2026-07-22,3,1,3,3,-2,2,0,0.0,365.0,0.0,1,0,2.5,1.0,3.0,0.0,1.0,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,2.0,postgresql_d2f,ENS009_3,False,2026-07-22,v1.0.0
ENS026,3,C3,2026-07-22,1,1,2,3,0,1,1,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.3333333333333337,postgresql_d2f,ENS026_3,False,2026-07-22,v1.0.0
ENS026,1,C1,2026-07-22,2,2,1,1,0,-1,0,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS026_1,False,2026-07-22,v1.0.0
ENS025,3,C3,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS025_3,False,2026-07-22,v1.0.0
ENS022,1,C1,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.333333333333333,1.0,3.0,0.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS022_1,False,2026-07-22,v1.0.0
ENS025,2,C2,2026-07-22,1,1,1,2,0,0,1,0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,2.6666666666666665,postgresql_d2f,ENS025_2,False,2026-07-22,v1.0.0
ENS024,4,C4,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.3333333333333337,postgresql_d2f,ENS024_4,False,2026-07-22,v1.0.0
ENS026,4,C4,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,1.6666666666666663,postgresql_d2f,ENS026_4,False,2026-07-22,v1.0.0
ENS024,2,C2,2026-07-22,2,2,3,3,0,1,0,0.3333333333333333,365.0,0.0,1,0,2.6666666666666665,2.0,3.0,0.0,0.0,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,0.0,postgresql_d2f,ENS024_2,False,2026-07-22,v1.0.0
ENS023,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872537,0.0,4.0,postgresql_d2f,ENS023_6,False,2026-07-22,v1.0.0
