teacher_id,competence_id,competence_code,date_t,current_level_t3,current_level_t2,current_level_t1,current_level_t,lag_gap_t3_t2,lag_gap_t2_t1,lag_gap_t1_t,rolling_tendance,days_since_last_training,training_frequency_per_month,is_long_absent,is_stagnant,avg_level,min_level,max_level,nb_level_5,nb_level_1,nb_savoirs,nb_competences,competency_coverage_rate,nb_formations_completed,nb_formations_in_progress,taux_assiduite,nb_besoins_exprimes,nb_besoins_approuves,avg_eval_score,nb_evaluations,months_since_last_training,engagement_score,gap_next_3m
ENS038,1,C1,2024-04-17,2,2,2,1,0,0,-1,-0.3333333333333333,14.0,1.0,0,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45992115637319314,2.0,4.0
ENS001,1,C1,2024-06-01,4,4,4,3,0,0,-1,-0.3333333333333333,87.0,0.6997701149425287,0,0,3.6666666666666665,3.0,4.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.8823529411764706,0.0,0.0,4.166666666666667,3.0,2.8580814717477003,21.245098039215687,0.0
ENS036,8,C8,2024-06-30,3,3,3,2,0,0,-1,-0.3333333333333333,11.0,1.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,4.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36136662286465177,2.0,3.333333333333333
ENS038,10,C10,2024-08-30,3,3,3,2,0,0,-1,-0.3333333333333333,14.0,1.0,0,0,2.5,2.0,3.0,0.0,0.0,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45992115637319314,2.0,1.3333333333333333
ENS002,2,C2,2024-09-01,4,4,4,3,0,0,-1,-0.3333333333333333,86.0,0.707906976744186,0,0,3.5,3.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.8235294117647058,0.0,0.0,4.25,2.0,2.8252299605781865,19.61764705882353,2.3333333333333335
ENS005,1,C1,2025-01-01,4,4,4,3,0,0,-1,-0.3333333333333333,85.0,0.35811764705882354,0,0,3.5,3.0,4.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.0,3.5,1.0,2.7923784494086727,13.833333333333332,2.3333333333333335
ENS001,3,C3,2025-01-01,3,3,3,2,0,0,-1,-0.3333333333333333,87.0,0.6997701149425287,0,0,2.5,2.0,3.0,0.0,0.0,2.0,2.0,0.6666666666666666,2.0,0.0,0.8823529411764706,0.0,0.0,4.166666666666667,3.0,2.8580814717477003,21.245098039215687,3.333333333333333
ENS035,2,C2,2025-01-20,3,3,3,2,0,0,-1,-0.3333333333333333,8.0,1.0,0,0,2.6666666666666665,2.0,3.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628120893561104,2.0,3.333333333333333
ENS035,8,C8,2025-03-15,1,1,1,3,0,0,2,0.6666666666666666,8.0,1.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628120893561104,2.0,1.3333333333333335
ENS037,10,C10,2025-05-15,4,4,4,1,0,0,-3,-1.0,6.0,1.0,0,0,2.5,1.0,4.0,0.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19710906701708278,2.0,2.0
ENS036,2,C2,2025-06-25,1,1,2,1,0,1,-1,0.0,11.0,1.0,0,0,1.3333333333333333,1.0,2.0,0.0,2.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36136662286465177,2.0,4.0
ENS039,9,C9,2025-08-19,1,1,1,1,0,0,0,0.0,212.0,0.14358490566037738,1,0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.964520367936925,2.0,2.0
ENS040,10,C10,2025-09-30,1,1,1,2,0,0,1,0.3333333333333333,140.0,0.21742857142857142,0,0,1.5,1.0,2.0,0.0,1.0,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599211563731932,2.0,0.6666666666666665
ENS035,11,C11,2026-01-18,3,3,3,1,0,0,-2,-0.6666666666666666,8.0,1.0,0,0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2628120893561104,2.0,1.0
ENS041,9,C9,2026-02-11,3,3,2,1,0,-1,-1,-0.6666666666666666,7.0,1.0,0,0,2.0,1.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22996057818659657,2.0,2.0
ENS022,2,C2,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,2.0,5.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0
ENS022,4,C4,2026-07-22,2,2,3,1,0,1,-2,-0.3333333333333333,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS023,1,C1,2026-07-22,1,1,2,3,0,1,1,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS023,3,C3,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665
ENS023,4,C4,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.333333333333333
ENS023,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS024,1,C1,2026-07-22,2,1,1,1,-1,0,0,-0.3333333333333333,365.0,0.0,1,0,1.6,1.0,3.0,0.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS024,2,C2,2026-07-22,2,2,3,3,0,1,0,0.3333333333333333,365.0,0.0,1,0,2.6666666666666665,2.0,3.0,0.0,0.0,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0
ENS024,4,C4,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS025,2,C2,2026-07-22,1,1,1,2,0,0,1,0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.6666666666666665
ENS022,1,C1,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.3333333333333335,1.0,3.0,0.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS025,3,C3,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS026,1,C1,2026-07-22,2,2,1,1,0,-1,0,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS026,3,C3,2026-07-22,1,1,2,3,0,1,1,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS026,4,C4,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665
ENS027,1,C1,2026-07-22,2,3,3,3,1,0,0,0.3333333333333333,365.0,0.0,1,0,2.8,2.0,3.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665
ENS027,3,C3,2026-07-22,2,2,3,1,0,1,-2,-0.3333333333333333,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.0
ENS027,4,C4,2026-07-22,2,2,3,2,0,1,-1,0.0,365.0,0.0,1,0,2.3333333333333335,2.0,3.0,0.0,0.0,3.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS025,1,C1,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665
ENS021,6,C6,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS021,1,C1,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS021,3,C3,2026-07-22,1,2,1,3,1,-1,2,0.6666666666666666,365.0,0.0,1,0,1.75,1.0,3.0,0.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS013,3,C3,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS013,1,C1,2026-07-22,1,3,2,1,2,-1,-1,0.0,365.0,0.0,1,0,1.75,1.0,3.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.0
ENS012,3,C3,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.3333333333333335,1.0,3.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS012,1,C1,2026-07-22,3,3,1,1,0,-2,0,-0.6666666666666666,365.0,0.0,1,0,1.6666666666666667,1.0,3.0,0.0,2.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS011,3,C3,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS011,1,C1,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0
ENS010,6,C6,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS010,3,C3,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0
ENS010,1,C1,2026-07-22,2,1,1,3,-1,0,2,0.3333333333333333,365.0,0.0,1,0,1.75,1.0,3.0,0.0,2.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665
ENS009,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS013,6,C6,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS009,3,C3,2026-07-22,3,1,3,3,-2,2,0,0.0,365.0,0.0,1,0,2.5,1.0,3.0,0.0,1.0,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0
ENS008,4,C4,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665
ENS008,3,C3,2026-07-22,1,1,1,2,0,0,1,0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.6666666666666665
ENS008,1,C1,2026-07-22,3,2,2,3,-1,0,1,0.0,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.0
ENS007,4,C4,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS007,3,C3,2026-07-22,2,2,1,1,0,-1,0,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,2.0,4.0,4.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS007,2,C2,2026-07-22,2,2,1,3,0,-1,2,0.3333333333333333,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,4.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665
ENS007,1,C1,2026-07-22,2,2,3,1,0,1,-2,-0.3333333333333333,365.0,0.0,1,0,2.2,1.0,3.0,0.0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS006,3,C3,2026-07-22,1,1,3,1,0,2,-2,0.0,365.0,0.0,1,0,1.5,1.0,3.0,0.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS006,2,C2,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS006,1,C1,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0
ENS009,1,C1,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,1.8,1.0,2.0,0.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS021,4,C4,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS014,1,C1,2026-07-22,1,2,3,2,1,1,-1,0.3333333333333333,365.0,0.0,1,0,1.8,1.0,3.0,0.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.6666666666666665
ENS014,3,C3,2026-07-22,3,3,3,1,0,0,-2,-0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
FORM001,1,C1,2026-07-22,1,2,1,1,1,-1,0,0.0,365.0,0.0,1,0,1.2,1.0,2.0,0.0,4.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,1.0,11.990801576872535,10.5,1.0
ENS020,2,C2,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.333333333333333
ENS020,1,C1,2026-07-22,1,2,2,2,1,0,0,0.3333333333333333,365.0,0.0,1,0,1.75,1.0,2.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,2.6666666666666665
ENS019,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS019,4,C4,2026-07-22,1,1,2,3,0,1,1,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS019,3,C3,2026-07-22,2,2,3,2,0,1,-1,0.0,365.0,0.0,1,0,2.3333333333333335,2.0,3.0,0.0,0.0,3.0,6.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS019,1,C1,2026-07-22,3,3,3,2,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,2.4285714285714284,2.0,3.0,0.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.333333333333333
ENS018,1,C1,2026-07-22,2,3,3,2,1,0,-1,0.0,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS017,6,C6,2026-07-22,2,2,2,2,0,0,0,0.0,365.0,0.0,1,0,2.0,2.0,2.0,0.0,0.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS017,4,C4,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,5.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS014,2,C2,2026-07-22,2,2,3,1,0,1,-2,-0.3333333333333333,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,3.0,6.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS017,3,C3,2026-07-22,2,2,1,2,0,-1,1,0.0,365.0,0.0,1,0,1.6666666666666667,1.0,2.0,0.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,3.0
ENS016,6,C6,2026-07-22,2,2,2,3,0,0,1,0.3333333333333333,365.0,0.0,1,0,2.5,2.0,3.0,0.0,0.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.6666666666666665
ENS016,3,C3,2026-07-22,3,3,3,3,0,0,0,0.0,365.0,0.0,1,0,3.0,3.0,3.0,0.0,0.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,0.0
ENS016,2,C2,2026-07-22,1,1,1,3,0,0,2,0.6666666666666666,365.0,0.0,1,0,2.0,1.0,3.0,0.0,1.0,2.0,6.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,1.3333333333333335
ENS016,1,C1,2026-07-22,1,1,3,1,0,2,-2,0.0,365.0,0.0,1,0,1.8,1.0,3.0,0.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS015,6,C6,2026-07-22,1,1,1,1,0,0,0,0.0,365.0,0.0,1,0,1.0,1.0,1.0,0.0,2.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
ENS015,4,C4,2026-07-22,2,2,2,1,0,0,-1,-0.3333333333333333,365.0,0.0,1,0,1.5,1.0,2.0,0.0,1.0,2.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.990801576872535,0.0,4.0
